case_id,split,evaluation_contract,company,mechanism,cutoff,target,horizon,metric,profit_metric,unit,actual,v71,v72,confidence,point_evaluable,human_required,source_ids,point_in_time_note,v71_point_error,v71_margin_error_pp,v71_direction_correct,v71_sign_correct,v71_low,v71_high,v71_hit,v71_interval_score,v72_point_error,v72_margin_error_pp,v72_direction_correct,v72_sign_correct,v72_low,v72_high,v72_hit,v72_interval_score
NVDA@FY2019,perimeter,distribution-only-perimeter-break,NVIDIA,compute-platforms,FY2019,FY2022,3,revenue,operating income,USD bn,26.914,14.5,17.0,90%,False,True,NVDA_FY2019_10K / MELLANOX_ANNOUNCEMENT / NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K,Mellanox was not announced by the FY2019 cutoff. Preserve the organic Base and use an anonymous perimeter-expansion tail; do not backfill the later transaction.,,,,,10.875,18.125,False,6.8005498996804645,,,,,11.0,29.0,True,0.6687969086720665
NVDA@FY2019,perimeter,distribution-only-perimeter-break,NVIDIA,compute-platforms,FY2019,FY2022,3,profit,operating income,USD bn,10.041,4.4,4.8,90%,False,True,NVDA_FY2019_10K / MELLANOX_ANNOUNCEMENT / NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K,Mellanox was not announced by the FY2019 cutoff. Preserve the organic Base and use an anonymous perimeter-expansion tail; do not backfill the later transaction.,,,,,2.95,5.8500000000000005,False,3.222114884446756,,,,,1.5,12.5,True,0.4087092219662629
NVDA@FY2020,holdout,point-and-interval,NVIDIA,compute-platforms,FY2020,FY2021,1,revenue,operating income,USD bn,16.675,13.5,16.0,80%,True,True,NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K,"Mellanox was public and pending. Model partial consolidation, platform mix, channel normalization and acquisition accounting separately.",0.19040479760119944,,True,,12.15,14.850000000000001,False,1.2563718140929532,0.04047976011994007,,True,,14.72,17.28,True,0.1535232383808096
NVDA@FY2020,holdout,point-and-interval,NVIDIA,compute-platforms,FY2020,FY2021,1,profit,operating income,USD bn,4.532,3.8,4.3,80%,True,True,NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K,"Mellanox was public and pending. Model partial consolidation, platform mix, channel normalization and acquisition accounting separately.",,0.9697373535454468,,True,3.26,4.34,False,0.17991004497751134,,0.3034107946026987,,True,3.7399999999999998,4.859999999999999,True,0.06716641679160418
NVDA@FY2020,holdout,point-and-interval,NVIDIA,compute-platforms,FY2020,FY2022,2,revenue,operating income,USD bn,26.914,17.0,25.0,80%,True,True,NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K,"Mellanox was public and pending. Model partial consolidation, platform mix, channel normalization and acquisition accounting separately.",0.36835847514304826,,True,,13.940000000000001,20.06,False,2.7740209556364723,0.0711154046221298,,True,,21.5,28.500000000000004,True,0.2600876867058038
NVDA@FY2020,holdout,point-and-interval,NVIDIA,compute-platforms,FY2020,FY2022,2,profit,operating income,USD bn,10.041,5.5,9.2,80%,True,True,NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K,"Mellanox was public and pending. Model partial consolidation, platform mix, channel normalization and acquisition accounting separately.",,4.954779712286189,,True,4.31,6.69,False,1.3335067251244705,,0.5077208887567797,,True,7.824999999999999,10.575,True,0.10217730549156573
NVDA@FY2020,holdout,point-and-interval,NVIDIA,compute-platforms,FY2020,FY2023,3,revenue,operating income,USD bn,26.974,20.5,27.5,80%,True,True,NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K,"Mellanox was public and pending. Model partial consolidation, platform mix, channel normalization and acquisition accounting separately.",0.24000889745681026,,True,,15.375,25.625,False,0.8801067694817232,0.01950025950915696,,True,,22.0,33.0,True,0.4078001038036628
NVDA@FY2020,holdout,point-and-interval,NVIDIA,compute-platforms,FY2020,FY2023,3,profit,operating income,USD bn,4.224,7.0,5.0,80%,True,True,NVDA_FY2020_10K / NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K,"Mellanox was public and pending. Model partial consolidation, platform mix, channel normalization and acquisition accounting separately.",,18.486817477353984,,True,4.949999999999999,9.05,False,0.4211462890190551,,2.5222941957575298,,True,2.8,7.2,True,0.16312004152146511
NVDA@FY2021,holdout,point-and-interval-with-ai-tail,NVIDIA,compute-platforms,FY2021,FY2022,1,revenue,operating income,USD bn,26.914,22.0,26.0,80%,True,True,NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K / NVDA_FY2024_10K,Arm was public but uncertain; gaming/channel inventory and the later generative-AI regime required separate probability branches. Third-year point is secondary.,0.18258155606747423,,True,,19.8,24.200000000000003,False,1.1718808055287206,0.03396002080701499,,True,,23.92,28.080000000000002,True,0.1545663966708776
NVDA@FY2021,holdout,point-and-interval-with-ai-tail,NVIDIA,compute-platforms,FY2021,FY2022,1,profit,operating income,USD bn,10.041,7.5,9.5,80%,True,True,NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K / NVDA_FY2024_10K,Arm was public but uncertain; gaming/channel inventory and the later generative-AI regime required separate probability branches. Third-year point is secondary.,,3.216811797847691,,True,6.62,8.38,False,0.682544400683659,,0.7692593502952427,,True,8.46,10.54,True,0.07728319833543874
NVDA@FY2021,holdout,point-and-interval-with-ai-tail,NVIDIA,compute-platforms,FY2021,FY2023,2,revenue,operating income,USD bn,26.974,27.5,27.0,80%,True,True,NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K / NVDA_FY2024_10K,Arm was public but uncertain; gaming/channel inventory and the later generative-AI regime required separate probability branches. Third-year point is secondary.,0.01950025950915696,,True,,22.55,32.449999999999996,True,0.36702009342329633,0.0009638911544450138,,True,,22.68,31.319999999999997,True,0.3203084451694223
NVDA@FY2021,holdout,point-and-interval-with-ai-tail,NVIDIA,compute-platforms,FY2021,FY2023,2,profit,operating income,USD bn,4.224,9.5,5.5,80%,True,True,NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K / NVDA_FY2024_10K,Arm was public but uncertain; gaming/channel inventory and the later generative-AI regime required separate probability branches. Third-year point is secondary.,,18.88593055939389,,True,7.574999999999999,11.425,False,1.3850374434640762,,4.710846384309717,,True,3.34,7.66,True,0.1601542225847112
NVDA@FY2021,holdout,point-and-interval-with-ai-tail,NVIDIA,compute-platforms,FY2021,FY2024,3,revenue,operating income,USD bn,60.922,33.0,42.0,90%,False,True,NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K / NVDA_FY2024_10K,Arm was public but uncertain; gaming/channel inventory and the later generative-AI regime required separate probability branches. Third-year point is secondary.,,,,,24.75,41.25,False,6.72893207708217,,,,,21.84,62.16,True,0.6618298808312267
NVDA@FY2021,holdout,point-and-interval-with-ai-tail,NVIDIA,compute-platforms,FY2021,FY2024,3,profit,operating income,USD bn,32.972,12.0,18.0,90%,False,True,NVDA_FY2021_10K / NVDA_FY2022_10K / NVDA_FY2023_10K / NVDA_FY2024_10K,Arm was public but uncertain; gaming/channel inventory and the later generative-AI regime required separate probability branches. Third-year point is secondary.,,,,,8.7,15.3,False,5.909851941827255,,,,,2.460000000000001,33.54,True,0.5101605331407373
